usearea_id,area_name,country,description,mbr_tr_lat,mbr_tr_lon,mbr_bl_lat,mbr_bl_lon,angle_id,prime_merid
1,WORLD ,WORLD,WORLD ,90.0 ,-180.0 ,-90.0 ,180.0 ,1,1 
2,ONSHR W INDO'SIA(=GENUK DATUM),WORLD,ONSHR W INDO'SIA(=GENUK DATUM),0.0 ,0.0 ,0.0 ,0.0 ,1,1 
3,NIGER ,WORLD,NIGER ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
4,NAMIBIA ,WORLD,NAMIBIA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
5,SYRIA ,WORLD,SYRIA ,37.5 ,35.0 ,32.0 ,42.0 ,1,1 
6,EGYPT ,WORLD,EGYPT ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
7,EGYPT 1:50000 MAPS POST 1960 ,WORLD,EGYPT 1:50000 MAPS POST 1960 ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
8,DAI HUNG FIELD SAIGON BASIN ,WORLD,DAI HUNG FIELD SAIGON BASIN ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
9,NEPAL ,WORLD,NEPAL ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
10,ISRAEL ,WORLD,ISRAEL ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
11,SAME AS PSAD56.PARTS OF S.AMER,WORLD,SAME AS PSAD56.PARTS OF S.AMER,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
12,VENEZUELA - LAKE MARACAIBO ,WORLD,VENEZUELA - LAKE MARACAIBO ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
13,W.SULAWESI + MAKASSAR STRAIGHT,WORLD,W.SULAWESI + MAKASSAR STRAIGHT,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
14,OFFSHORE CABINDA ,WORLD,OFFSHORE CABINDA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
15,ONSHORE CABINDA POST 1990 ,WORLD,ONSHORE CABINDA POST 1990 ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
16,CAMAROUN ,WORLD,CAMAROUN ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
17,USA CANADA MEXICO GREENLAND,WORLD,USA CANADA MEXICO GREENLAND,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
18,TRINIDAD AND TOBAGO ,WORLD,TRINIDAD AND TOBAGO ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
19,GULF OF MEXICO ,WORLD,GULF OF MEXICO ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
20,ONSHORE FRANCE ,WORLD,ONSHORE FRANCE ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
21,ONSHORE FRANCE (RJL 26/3/84) ,WORLD,ONSHORE FRANCE (RJL 26/3/84) ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
22,ST. FERGUS TERMINAL ,WORLD,ST. FERGUS TERMINAL ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
23,JORDAN ,WORLD,JORDAN ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
24,CONGO ,WORLD,CONGO ,4.0 ,20.0 ,-6.0 ,10.0 ,1,1 
25,QATAR AND WEST TRUCIAL STATES ,WORLD,QATAR AND WEST TRUCIAL STATES ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
26,GREENLAND ,WORLD,GREENLAND ,85.0 ,-56.0 ,55.0 ,-24.0 ,1,1 
27,VENEZUELA ,WORLD,VENEZUELA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
28,SUDAN ,WORLD,SUDAN ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
29,OFFSHORE SARAWAK ,WORLD,OFFSHORE SARAWAK ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
30,TRINIDAD ,WORLD,TRINIDAD ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
31,TRUCIAL COAST PRE-1966 ,WORLD,TRUCIAL COAST PRE-1966 ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
32,GLOBE EMULATION ONLY ,WORLD,GLOBE EMULATION ONLY ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
33,TEST ONLY ,WORLD,TEST ONLY ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
34,SENEGAL ,WORLD,SENEGAL ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
35,ETHIOPIA ,WORLD,ETHIOPIA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
36,CENTRAL/SOUTH AFRICA ,WORLD,CENTRAL/SOUTH AFRICA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
37,KENYA/TANZANIA ,WORLD,KENYA/TANZANIA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
38,COLOMBIA ,WORLD,COLOMBIA ,15.0 ,-84.0 ,-5.0 ,-66.0 ,1,1 
39,ANGOLA/GABON ,WORLD,ANGOLA/GABON ,5.0 ,20.0 ,-20.0 ,5.0 ,1,1 
40,CONGO/ANGOLA ,WORLD,CONGO/ANGOLA ,10.0 ,21.0 ,-10.0 ,60.0 ,1,1 
41,ANGOLA ,WORLD,ANGOLA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
42,BELGIUM ,WORLD,BELGIUM ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
43,TUNISIA ,WORLD,TUNISIA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
44,FORTIES FIELD ,WORLD,FORTIES FIELD ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
45,SOUTH YEMEN ,WORLD,SOUTH YEMEN ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
46,EGYPT & SINAI ,WORLD,EGYPT & SINAI ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
47,SOUTHERN OMAN ,WORLD,SOUTHERN OMAN ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
48,INDONESIA ,WORLD,INDONESIA ,10.0 ,130.0 ,-15.0 ,90.0 ,1,1 
49,SHELL ONSHORE S1 ,WORLD,SHELL ONSHORE S1 ,17.3666668 ,100.3000031 ,16.0 ,99.8000031 ,1,1 
50,INDIA/BURMA ,WORLD,INDIA/BURMA ,40.0 ,115.0 ,10.0 ,75.0 ,1,1 
51,THAILAND ,WORLD,THAILAND ,40.0 ,115.0 ,10.0 ,75.0 ,1,1 
52,INDONESIA - THAILAND ,WORLD,INDONESIA - THAILAND ,10.0 ,130.0 ,-15.0 ,90.0 ,1,1 
53,INDIA PAKISTAN ,WORLD,INDIA PAKISTAN ,30.0 ,90.0 ,5.0 ,60.0 ,1,1 
54,PAKISTAN AND INDIA ,WORLD,PAKISTAN AND INDIA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
55,KUWAIT ,WORLD,KUWAIT ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
56,COLOMBIA ,WORLD,COLOMBIA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
57,VENEZUELA MARACAIBO ,WORLD,VENEZUELA MARACAIBO ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
58,(AGB 17/10/91) ,WORLD,(AGB 17/10/91) ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
59,PORTUGAL ,WORLD,PORTUGAL ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
60,PHILLIPINES ,WORLD,PHILLIPINES ,20.0 ,130.0 ,0.0166667 ,115.0 ,1,1 
61,SULAWESI ,WORLD,SULAWESI ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
62,SULAWESI ,WORLD,SULAWESI ,-8.0 ,122.0 ,-22.0 ,118.0 ,1,1 
63,CAMEROON ,WORLD,CAMEROON ,20.0 ,6.0 ,0.0 ,20.0 ,1,1 
64,ITALY ,WORLD,ITALY ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
65,OFFSHORE SICILY ,WORLD,OFFSHORE SICILY ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
66,JAMAICA ,WORLD,JAMAICA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
67,NORTH AMERICA ,WORLD,NORTH AMERICA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
68,ABU DHABI ,WORLD,ABU DHABI ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
69,ABU DHABI - DUBAI ,WORLD,ABU DHABI - DUBAI ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
70,UAE - OMAN ,WORLD,UAE - OMAN ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
71,OFFSHORE QATAR ,WORLD,OFFSHORE QATAR ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
72,FRANCE ,WORLD,FRANCE ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
73,FRANCE/ITALY ,WORLD,FRANCE/ITALY ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
74,WORLD ,WORLD,WORLD ,90.0 ,180.0 ,-90.0 ,-180.0 ,1,1 
75,WORLD ,WORLD,WORLD ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
76,NEW ZEALAND ,WORLD,NEW ZEALAND ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
77,GREAT BRITAIN ,WORLD,GREAT BRITAIN ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
78,ENGLISH CHANNEL ,WORLD,ENGLISH CHANNEL ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
79,EASINGTON AREA ,WORLD,EASINGTON AREA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
80,SWITZERLAND/GERMANY ,WORLD,SWITZERLAND/GERMANY ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
81,EMS ESTUARY ,WORLD,EMS ESTUARY ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
82,FRANCE/W.GERMANY ,WORLD,FRANCE/W.GERMANY ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
83,NORTH ARGENTINA ,WORLD,NORTH ARGENTINA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
84,CONGO/ANGOLA/GABON ,WORLD,CONGO/ANGOLA/GABON ,10.0 ,20.0 ,-10.0 ,10.0 ,1,1 
85,HOLLAND ,WORLD,HOLLAND ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
86,BOLIVIA ,WORLD,BOLIVIA ,-60.0 ,-60.0 ,-22.0 ,-72.0 ,1,1 
87,MADAGASCAR ,WORLD,MADAGASCAR ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
88,SARAWAK ,WORLD,SARAWAK ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
89,IRELAND ,WORLD,IRELAND ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
90,BRITISH ISLES. ,WORLD,BRITISH ISLES. ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
91,ALGERIA ,WORLD,ALGERIA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
92,ETHIOPIA. ,WORLD,ETHIOPIA. ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
93,AUSTRALIA. ,WORLD,AUSTRALIA. ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
94,SANTOS BASIN ,WORLD,SANTOS BASIN ,-46.0 ,46.0 ,-26.25 ,46.0 ,1,1 
95,YELLOW SEA ,WORLD,YELLOW SEA ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
96,EUROPEAN NW SHELF ,WORLD,EUROPEAN NW SHELF ,64.0 ,10.0 ,47.0 ,-14.0 ,1,1 
97,EAST SPITZBERGEN ,WORLD,EAST SPITZBERGEN ,0.0 ,0.0 ,0.0 ,0.0 ,1,1 
98,SAIGON BASIN ,WORLD,SAIGON BASIN ,12.0 ,120.0 ,6.0 ,100.0 ,1,1 
99,THAILAND ,WORLD,THAILAND ,21.0 ,106.0 ,6.0 ,96.0 ,1,1 
